Time,CH1,CH2,CH3,CH4,Wavelength,delta_lambda_pm
337.396401,1,0,0,0,1524.32554,-284.4399999999041
337.596399,1,0,0,0,1524.32724,-282.7399999998761
337.796397,1,0,0,0,1524.32742,-282.5599999998758
337.996395,1,0,0,0,1524.32572,-284.2599999999038
338.196393,1,0,0,0,1524.33101,-278.96999999984473
338.396391,1,0,0,0,1524.32913,-280.84999999987303
338.596389,1,0,0,0,1524.33083,-279.149999999845
338.796386,1,0,0,0,1524.32743,-282.54999999990105
338.996384,1,0,0,0,1524.32724,-282.7399999998761
339.196382,1,0,0,0,1524.32554,-284.4399999999041
339.39638,1,0,0,0,1524.32724,-282.7399999998761
339.596378,1,0,0,0,1524.32743,-282.54999999990105
339.796376,1,0,0,0,1524.32913,-280.84999999987303
339.996374,1,0,0,0,1524.32535,-284.62999999987915
340.196372,1,0,0,0,1524.32724,-282.7399999998761
340.396369,1,0,0,0,1524.32743,-282.54999999990105
340.596367,1,0,0,0,1524.32913,-280.84999999987303
340.796365,1,0,0,0,1524.32705,-282.92999999985113
340.996363,1,0,0,0,1524.32913,-280.84999999987303
341.196361,1,0,0,0,1524.32705,-282.92999999985113
341.396359,1,0,0,0,1524.32573,-284.24999999992906
341.596357,1,0,0,0,1524.32894,-281.0399999998481
341.796355,1,0,0,0,1524.32724,-282.7399999998761
341.996352,1,0,0,0,1524.32705,-282.92999999985113
342.19635,1,0,0,0,1524.32743,-282.54999999990105
342.396348,1,0,0,0,1524.32724,-282.7399999998761
342.596346,1,0,0,0,1524.32894,-281.0399999998481
342.796344,1,0,0,0,1524.32724,-282.7399999998761
342.996342,1,0,0,0,1524.32724,-282.7399999998761
343.19634,1,0,0,0,1524.32724,-282.7399999998761
343.396338,1,0,0,0,1524.32913,-280.84999999987303
343.596335,1,0,0,0,1524.32743,-282.54999999990105
343.796333,1,0,0,0,1524.32894,-281.0399999998481
343.996331,1,0,0,0,1524.32913,-280.84999999987303
344.196329,1,0,0,0,1524.32724,-282.7399999998761
344.396327,1,0,0,0,1524.32573,-284.24999999992906
344.596325,1,0,0,0,1524.32573,-284.24999999992906
344.796323,1,0,0,0,1524.32554,-284.4399999999041
344.996321,1,0,0,0,1524.32913,-280.84999999987303
345.196318,1,0,0,0,1524.32535,-284.62999999987915
345.396316,1,0,0,0,1524.32554,-284.4399999999041
345.596314,1,0,0,0,1524.32573,-284.24999999992906
345.796312,1,0,0,0,1524.32724,-282.7399999998761
345.99631,1,0,0,0,1524.32724,-282.7399999998761
346.196308,1,0,0,0,1524.32554,-284.4399999999041
346.396306,1,0,0,0,1524.32894,-281.0399999998481
346.596304,1,0,0,0,1524.32384,-286.1399999999321
346.796302,1,0,0,0,1524.32913,-280.84999999987303
